FacilityLatitude,FacilityLongitude,FacilityName,count,type
44.29722222220001,-106.951111111,HETTINGER GROUP AREA,1,GROUP STANDARD NONELECTRIC
35.6475,-94.97222222219999,SNAKE CREEK,111,STANDARD ELECTRIC
35.3616666667,-111.53305555600001,OLEARY GROUP SITE,3,GROUP STANDARD NONELECTRIC
37.5258333333,-93.8094444444,RUARK BLUFF WEST,75,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
38.4986166667,-95.78974722219999,TURKEY POINT,49,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
38.1905611111,-93.39333055559999,OSAGE BLUFF,68,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
34.2269444444,-93.1277777778,IRON MOUNTAIN,69,"RV ELECTRIC,STANDARD ELECTRIC"
34.774444444400004,-90.11472222219999,Dub Patton Recreation Area,22,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
36.8136111111,-80.04,SALTHOUSE BRANCH,111,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,STANDARD ELECTRIC,BOAT IN"
29.0788888889,-81.58,ALEXANDER SPRINGS REC AREA,67,STANDARD NONELECTRIC
43.1633333333,-72.80972222220001,WINHALL BROOK,111,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
34.1416666667,-93.7458333333,PARKER CREEK,60,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
47.43,-94.0491666667,WINNIE DAM CAMPGROUND,22,STANDARD ELECTRIC
39.5880555556,-106.043611111,SAPPHIRE POINT OVERLOOK,8,LOOKOUT
39.7661111111,-111.71222222200001,PONDEROSA UINTA,16,STANDARD NONELECTRIC
36.8944444444,-86.1330555556,TAILWATER,49,"STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
38.9438888889,-105.441111111,RIVERSIDE (CO),19,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
38.6083333333,-89.325,MCNAIR GROUP AREA,33,"STANDARD ELECTRIC,GROUP STANDARD AREA ELECTRIC"
37.2525,-105.10916666700001,PURGATOIRE CAMPGROUND,23,"STANDARD NONELECTRIC,EQUESTRIAN NONELECTRIC,RV NONELECTRIC"
44.8925,-116.38666666700001,EVERGREEN CAMPGROUND,12,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
37.9827777778,-105.0575,SOUTHSIDE CAMPGROUND - LAKE ISABEL,8,RV NONELECTRIC
36.9916666667,-84.2583333333,CRAIGS CREEK GROUP AREA,3,GROUP TENT ONLY AREA NONELECTRIC
37.7888888889,-106.98583333299999,MARSHALL PARK,15,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
43.1502777778,-111.32,CARIBOU MOUNTAIN GUARD STATION,1,CABIN NONELECTRIC
36.9416666667,-84.21666666670002,GROVE,16,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
34.1944444444,-84.5788888889,SWEETWATER CG,151,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,RV ELECTRIC,GROUP STANDARD ELECTRIC"
38.1627777778,-111.329722222,SINGLETREE,33,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
38.9079,-95.3752611111,BLOOMINGTON EAST ,298,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
40.5783333333,-111.025833333,SOAPSTONE,34,"STANDARD NONELECTRIC,RV NONELECTRIC"
30.680063888899998,-97.3422694444,WILSON H FOX,49,"STANDARD ELECTRIC,OVERNIGHT SHELTER ELECTRIC"
43.7575,-110.951388889,REUNION FLAT,8,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
36.5108333333,-95.5611111111,SPENCER CREEK,69,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
34.3266666667,-110.945833333,ASPEN (AZ),132,STANDARD NONELECTRIC
33.9216666667,-96.5447222222,PLATTER FLATS,65,"STANDARD ELECTRIC,EQUESTRIAN ELECTRIC,EQUESTRIAN NONELECTRIC"
31.5255555556,-97.22522222219999,MIDWAY,38,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
48.170555555600004,-92.49111111110001,ECHO LAKE (MINN),8,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
34.203888888899996,-84.0861111111,BALD RIDGE CREEK,82,STANDARD ELECTRIC
42.946388888899996,-109.791944444,FREMONT LAKE,51,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
44.0783333333,-115.6025,MOUNTAIN VIEW,14,STANDARD NONELECTRIC
43.54,-111.039166667,TRAIL CREEK,10,STANDARD NONELECTRIC
35.8416666667,-105.833333333,BLACK CANYON,36,"STANDARD NONELECTRIC,WALK TO"
40.862777777800005,-109.526944444,SKULL CREEK,17,STANDARD NONELECTRIC
39.1030555556,-106.934444444,EAST MAROON PORTAL PICNIC SITE,2,GROUP STANDARD AREA NONELECTRIC
43.8086111111,-115.37583333299999,DUTCH CREEK CABIN,1,CABIN NONELECTRIC
38.9919444444,-106.41472222200001,CRESCENT MINING CAMP,1,CABIN NONELECTRIC
37.9883333333,-106.42416666700001,CARNERO GUARD STATION,1,CABIN NONELECTRIC
44.7777777778,-107.4775,PINE ISLAND GROUP AREA,1,GROUP STANDARD NONELECTRIC
44.7816666667,-116.741666667,BUCK PARK CABIN,1,CABIN NONELECTRIC
43.6308333333,-111.589722222,TABLE ROCK,1,GROUP STANDARD NONELECTRIC
39.7102777778,-111.29416666700001,GOOSEBERRY RESERVOIR,8,STANDARD NONELECTRIC
33.8722222222,-109.41833333299999,CUTTHROAT,18,TENT ONLY NONELECTRIC
34.2586111111,-93.2283333333,ALPINE RIDGE,49,STANDARD ELECTRIC
34.1072222222,-94.0505555556,JEFFERSON RIDGE,85,STANDARD ELECTRIC
26.787222222199997,-81.30861111109999,ORTONA SOUTH,51,STANDARD ELECTRIC
39.2951,-111.2923,JOES VALLEY RESERVOIR,41,STANDARD NONELECTRIC
36.2866666667,-94.01944444440001,HORSESHOE BEND,187,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
34.2555555556,-93.185,EDGEWOOD,50,"STANDARD ELECTRIC,RV ELECTRIC,TENT ONLY ELECTRIC"
34.5880555556,-93.26472222219999,BRADY MOUNTAIN,74,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
39.0997222222,-107.258333333,BOGAN FLATS CAMPGROUND GRP S,37,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC,RV NONELECTRIC"
34.097222222199996,-84.68055555560001,CLARK CREEK NORTH,24,STANDARD ELECTRIC
36.354722222199996,-94.0505555556,PRAIRIE CREEK (AR),108,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
37.4763888889,-91.0069444444,SUTTON BLUFF RECREATION AREA,33,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
39.2030555556,-123.186388889,CHEKAKA RECREATION AREA LAKE MENDOCINO,22,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
44.443055555600004,-104.348055556,SUNDANCE,10,STANDARD NONELECTRIC
38.1108333333,-119.276111111,GREEN CREEK GROUP,2,GROUP STANDARD NONELECTRIC
40.53,-110.61166666700001,ROCK CREEK GROUP,1,GROUP STANDARD NONELECTRIC
37.376666666700004,-113.46666666700001,PINE VALLEY RECREATION AREA ,65,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,EQUESTRIAN NONELECTRIC,GROUP STANDARD NONELECTRIC,GROUP STANDARD AREA ELECTRIC"
40.3875,-78.05,SUSQUEHANNOCK,62,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
31.1066666667,-94.1072222222,RAYBURN,46,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
33.3830555556,-111.513888889,TORTILLA,10,STANDARD NONELECTRIC
48.0088888889,-106.42888888899999,DOWNSTREAM,89,"STANDARD ELECTRIC,WALK TO,TENT ONLY NONELECTRIC,GROUP STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
32.141388888899996,-87.2741666667,CHILATCHEE CREEK,52,STANDARD ELECTRIC
37.5,-108.55,MCPHEE RECREATION COMPLEX,54,"STANDARD NONELECTRIC,STANDARD ELECTRIC,TENT ONLY NONELECTRIC,RV NONELECTRIC,GROUP STANDARD NONELECTRIC"
41.0327777778,-115.053333333,ANGEL CREEK,19,"STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC,RV NONELECTRIC"
37.3241666667,-90.7666666667,HIGHWAY K,83,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
40.6897083333,-105.349163889,ANSEL WATROUS,17,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
40.487777777800005,-111.651666667,GRANITE FLAT (UTAH) ,55,"STANDARD NONELECTRIC,RV NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
41.281944444400004,-111.653055556,SOUTH FORK (UT),18,STANDARD NONELECTRIC
36.4830555556,-93.3002777778,CRICKET CREEK,37,STANDARD ELECTRIC
40.174722222199996,-115.500277778,SOUTH RUBY CAMPGROUND,35,"RV NONELECTRIC,STANDARD NONELECTRIC"
37.299722222199996,-106.46666666700001,LAKE FORK(RIO GRANDE NATL FORE,19,STANDARD NONELECTRIC
38.5889722222,-119.78716666700001,Silver Creek,22,STANDARD NONELECTRIC
37.538055555599996,-106.796111111,BIG MEADOWS DEL NORTE,47,"RV NONELECTRIC,STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
40.435,-111.63666666700001,TIMPOONEKE,30,"EQUESTRIAN NONELECTRIC,GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC"
46.191944444399994,-90.86,EAST TWIN,6,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
43.5277777778,-86.1194444444,PINES POINT CAMPGROUND,5,GROUP STANDARD NONELECTRIC
44.7019444444,-116.131388889,AMANITA,6,STANDARD NONELECTRIC
41.2416666667,-105.41638888899999,HIDDEN VALLEY PICNIC,1,GROUP TENT ONLY AREA NONELECTRIC
43.9672222222,-115.61333333299999,BEAVER CREEK CABIN (ID),1,CABIN NONELECTRIC
40.6816666667,-110.948055556,TRIAL LAKE CAMPGROUND,60,"STANDARD NONELECTRIC,RV NONELECTRIC"
32.3666666667,-86.46666666670002,GUNTER HILL,142,STANDARD ELECTRIC
47.7569444444,-91.7836111111,BIRCH LAKE CAMPGROUND,30,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
36.1985333333,-96.2590277778,WASHINGTON IRVING SOUTH,41,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
36.376666666700004,-92.54694444440001,LAKEVIEW PARK,78,STANDARD ELECTRIC
32.1797222222,-85.0133333333,BLUFF CREEK,87,STANDARD ELECTRIC
39.805,-79.36694444439999,OUTFLOW CAMPING,63,"STANDARD NONELECTRIC,STANDARD ELECTRIC,TENT ONLY NONELECTRIC,GROUP WALK TO"
36.3227777778,-85.80861111109999,SALT LICK CREEK,150,STANDARD ELECTRIC
36.9791666667,-84.2666666667,HOLLY BAY,29,STANDARD ELECTRIC
32.7427777778,-94.5358333333,BRUSHY CREEK,99,"TENT ONLY NONELECTRIC,RV ELECTRIC,STANDARD ELECTRIC,TENT ONLY ELECTRIC"
44.9488888889,-116.44,COLD SPRINGS CAMPGROUND,13,"GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC"
34.1213888889,-87.2855555556,HOUSTON RECREATION AREA,75,STANDARD NONELECTRIC
39.0844444444,-105.10527777799999,PAINTED ROCKS,18,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
38.093055555599996,-105.11,MINGUS RANCH,1,CABIN ELECTRIC
44.0244444444,-103.782222222,DUTCHMAN,33,STANDARD NONELECTRIC
37.2138888889,-85.2666666667,HOLMES BEND,126,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
33.8730555556,-109.413055556,GRAYLING,21,STANDARD NONELECTRIC
47.5583333333,-94.0663888889,CUT FOOT HORSE CAMPGROUND,34,EQUESTRIAN NONELECTRIC
34.1513888889,-84.6194444444,VICTORIA CAMPGROUND,74,"STANDARD ELECTRIC,RV ELECTRIC"
37.9205555556,-111.815277778,BARKER RECREATION AREA,18,"STANDARD NONELECTRIC,GROUP STANDARD AREA NONELECTRIC,GROUP STANDARD NONELECTRIC"
36.8908333333,-86.0952777778,BAILEYS POINT,215,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
41.3255555556,-106.4925,RYAN PARK,34,"STANDARD NONELECTRIC,RV NONELECTRIC,GROUP STANDARD NONELECTRIC"
36.0905555556,-98.6058333333,CANADIAN,132,"RV ELECTRIC,STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
42.6916666667,-112.358888889,SCOUT MOUNTAIN CAMPGROUND,13,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
39.5519444444,-111.175555556,CHUTE GROUP,1,GROUP STANDARD NONELECTRIC
33.847777777800005,-95.6069444444,PAT MAYSE WEST,88,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
34.0472222222,-88.9388888889,DAVIS LAKE CAMPGROUND,27,STANDARD ELECTRIC
36.5883333333,-78.3258333333,NORTH BEND PARK,243,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
48.183055555600006,-116.999722222,ALBENI COVE,14,"STANDARD NONELECTRIC,WALK TO"
44.4616666667,-109.605,BIG GAME CAMPGROUND,15,STANDARD NONELECTRIC
39.1941666667,-107.232222222,REDSTONE,37,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
42.3311111111,-111.23194444399999,MONTPELIER CANYON CAMPGROUND,15,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
45.201538888900004,-116.142491667,HAZARD CAMPGROUND,12,STANDARD NONELECTRIC
39.6455555556,-111.259444444,FLAT CANYON,13,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
47.5033333333,-94.0636111111,WILLIAMS NARROWS,17,STANDARD NONELECTRIC
36.6194444444,-93.5663888889,BIG BAY RECREATON AREA,35,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
37.4875,-112.29805555600001,PODUNK GUARD STATION,1,CABIN NONELECTRIC
37.3416666667,-86.1291666667,WAX,110,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
44.108888888900005,-115.70333333299999,DEADWOOD LOOKOUT REC CABIN,1,CABIN NONELECTRIC
39.0152388889,-112.089655556,MAPLE GROVE ,3,GROUP STANDARD NONELECTRIC
42.053611111100004,-111.570833333,EGAN BASIN GUARD STATION,1,CABIN NONELECTRIC
38.68,-80.5469444444,GERALD FREEMAN CAMPGROUND,158,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
33.8980555556,-96.81305555559999,BUNCOMBE CREEK,54,STANDARD ELECTRIC
33.6002777778,-88.4713888889,DEWAYNE HAYES,110,"STANDARD ELECTRIC,WALK TO"
34.575277777800004,-93.4402777778,JOPLIN,59,"TENT ONLY ELECTRIC,STANDARD ELECTRIC"
34.1638888889,-89.8222222222,CHICKASAW HILL,52,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
30.866666666700002,-94.2375,MAGNOLIA RIDGE,38,"STANDARD ELECTRIC,OVERNIGHT SHELTER ELECTRIC,STANDARD NONELECTRIC"
31.0107527778,-97.62073055559999,UNION GROVE,40,"OVERNIGHT SHELTER ELECTRIC,STANDARD ELECTRIC,TENT ONLY ELECTRIC"
37.5527777778,-90.43722222219999,SILVER MINES,48,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC,STANDARD ELECTRIC"
37.1336111111,-90.76694444440001,RIVER ROAD PARK,112,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
33.7191666667,-82.2241666667,MODOC,70,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
45.2225,-90.7052777778,CHIPPEWA,28,"GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC"
37.983611111100004,-79.9669444444,BOLAR MOUNTAIN RECREATION AREA,124,"STANDARD NONELECTRIC,STANDARD ELECTRIC,WALK TO,GROUP STANDARD AREA NONELECTRIC,TENT ONLY NONELECTRIC"
38.0505555556,-119.25722222200001,TRUMBULL LAKE,25,"STANDARD NONELECTRIC,RV NONELECTRIC"
42.858611111100004,-97.4825,COTTONWOOD (NE),77,STANDARD ELECTRIC
36.5594444444,-93.3194444444,OLD HIGHWAY 86,77,STANDARD ELECTRIC
38.186111111100004,-119.3175,ROBINSON CREEK NORTH,29,STANDARD NONELECTRIC
33.0388888889,-96.51027777780001,EAST FORK (TX),74,"TENT ONLY NONELECTRIC,STANDARD ELECTRIC,EQUESTRIAN ELECTRIC,GROUP STANDARD ELECTRIC"
34.0811111111,-94.38111111110001,PINE RIDGE,44,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
44.2583333333,-107.21583333299999,WEST TENSLEEP LAKE,10,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
46.2216666667,-86.4375,COLWELL LAKE CAMPGROUND,40,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC,WALK TO"
42.9127777778,-110.71277777799999,MEADOWS CABIN,1,CABIN NONELECTRIC
36.5733333333,-92.6536111111,THEODOSIA PARK,28,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
44.168055555600006,-85.9294444444,SAND LAKE CAMPGROUND,44,"STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC,TENT ONLY NONELECTRIC,RV NONELECTRIC"
35.0106472222,-83.7830555556,JACKRABBIT MOUNTAIN,92,"STANDARD NONELECTRIC,RV NONELECTRIC"
44.2058333333,-111.251388889,WARM RIVER CABIN,1,CABIN NONELECTRIC
42.531944444400004,-111.57583333299999,EIGHT MILE GUARD STATION,1,CABIN NONELECTRIC
31.98,-98.49,PROMONTORY,77,"STANDARD ELECTRIC,OVERNIGHT SHELTER ELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD ELECTRIC"
31.199166666700002,-94.0788888889,SAN AUGUSTINE,100,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
30.695833333299998,-97.40138888889999,WILLIS CREEK,43,"STANDARD ELECTRIC,EQUESTRIAN NONELECTRIC,GROUP STANDARD ELECTRIC"
37.629722222199995,-86.4366666667,NORTH FORK (KY),79,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
38.7083333333,-123.0,BOAT-IN SITES (LAKE SONOMA),108,"BOAT IN,HIKE TO"
33.6083333333,-88.5041666667,TOWN CREEK CAMPGROUND - WEST POINT - MS,110,"WALK TO,STANDARD ELECTRIC"
37.7233333333,-107.2575,THIRTY MILE,35,STANDARD NONELECTRIC
43.4608333333,-91.2230555556,BLACKHAWK PARK,145,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
34.6016666667,-82.8708333333,OCONEE POINT,70,STANDARD ELECTRIC
31.0725,-94.0594444444,TWIN DIKES,42,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,STANDARD NONELECTRIC,OVERNIGHT SHELTER ELECTRIC"
35.2472222222,-93.1625,OLD POST ROAD,41,STANDARD ELECTRIC
32.3241666667,-87.0158333333,SIX MILE CREEK,31,STANDARD ELECTRIC
41.375,-106.251388889,BROOKLYN LAKE,9,STANDARD NONELECTRIC
35.22,-82.7783333333,KUYKENDALL GROUP CAMP,1,GROUP STANDARD NONELECTRIC
38.1727777778,-119.331111111,LOWER TWIN LAKES AT BRIDGEPORT,15,"STANDARD NONELECTRIC,RV NONELECTRIC,WALK TO,TENT ONLY NONELECTRIC"
31.1150416667,-97.5176361111,WESTCLIFF,31,"TENT ONLY NONELECTRIC,STANDARD ELECTRIC,TENT ONLY ELECTRIC"
32.9669444444,-105.718888889,LOWER FIR GROUP AREA,1,GROUP STANDARD AREA NONELECTRIC
37.5733333333,-86.49527777780001,CAVE CREEK,62,"STANDARD ELECTRIC,STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
44.592777777799995,-115.6725,STOLLE MEADOWS CABIN,1,CABIN NONELECTRIC
36.8646444444,-119.315727778,ISLAND PARK,93,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
39.2366666667,-123.17777777799999,KYEN CAMPGROUND AND OAK GROVE DAY USE AREA,101,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
40.7008333333,-110.88361111100001,MIRROR LAKE,79,"STANDARD NONELECTRIC,EQUESTRIAN NONELECTRIC"
43.7002777778,-123.0575,PINE MEADOWS CAMPGROUND,95,STANDARD NONELECTRIC
37.6697222222,-93.7530555556,CRABTREE COVE,59,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
33.6519444444,-82.4219444444,WINFIELD,80,STANDARD ELECTRIC
35.3330555556,-95.5,BELLE STARR,111,STANDARD ELECTRIC
38.6947222222,-89.2336111111,BOULDER REC. AREA,82,STANDARD ELECTRIC
40.6912916667,-105.432138889,NARROWS (CO),15,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
42.8488888889,-97.4702777778,NEBRASKA TAILWATERS,43,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
34.3438888889,-82.8413888889,WATSADLER,49,"STANDARD ELECTRIC,RV ELECTRIC"
34.625,-95.325,POTATO HILLS SOUTH,18,STANDARD NONELECTRIC
48.1791666667,-116.892222222,PRIEST RIVER,20,STANDARD NONELECTRIC
33.8597222222,-96.83194444440001,JUNIPER POINT,47,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
41.4663888889,-90.8094444444,CLARKS FERRY,44,STANDARD ELECTRIC
36.8038888889,-80.0572222222,GOOSE POINT,63,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
44.3236111111,-115.64861111100001,HOWERS,10,STANDARD NONELECTRIC
39.1802777778,-79.60055555560001,HORSESHOE RECREATION AREA,6,STANDARD ELECTRIC
41.251666666700004,-111.78972222200001,ANDERSON COVE,72,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
40.7441666667,-109.441666667,LIMBER FLAG YURT,1,CABIN NONELECTRIC
35.299722222199996,-82.81638888890001,COVE CREEK LOWER GROUP CAMP,1,GROUP STANDARD NONELECTRIC
40.754722222199995,-109.67416666700001,TROUT CREEK GUARD STATION,1,CABIN NONELECTRIC
38.0711111111,-89.0055555556,NORTH SANDUSKY CAMPGROUND,118,STANDARD ELECTRIC
38.8956944444,-79.2456944444,BIG BEND (WV),46,STANDARD NONELECTRIC
33.876388888899996,-109.403888889,RAINBOW (AZ),121,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
40.788702777800005,-105.568463889,WEST LAKE,36,"WALK TO,STANDARD ELECTRIC"
40.2088333333,-105.522394444,OLIVE RIDGE,53,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,RV NONELECTRIC"
44.8041666667,-107.86,BALD MOUNTAIN CAMPGROUND,15,"STANDARD NONELECTRIC,RV NONELECTRIC"
40.7425,-111.099444444,LEDGEFORK,73,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
37.7388888889,-109.406111111,DEVILS CANYON,42,STANDARD NONELECTRIC
37.5222222222,-93.8052777778,RUARK BLUFF EAST,90,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
34.3080555556,-111.03472222200001,CHRISTOPHER CREEK,43,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
34.0441666667,-109.448611111,BENNY CREEK GROUP AREA,9,GROUP STANDARD NONELECTRIC
40.6319444444,-115.36777777799999,TERRACES CAMPGROUND - PICNIC AREA,1,GROUP TENT ONLY AREA NONELECTRIC
43.2533333333,-72.8922222222,HAPGOOD POND,28,"STANDARD NONELECTRIC,WALK TO"
43.4325,-111.3625,FALLS CAMPGROUND,25,"STANDARD NONELECTRIC,RV NONELECTRIC,GROUP STANDARD NONELECTRIC"
39.4,-114.6275,TIMBER CREEK CAMPGROUND,6,GROUP STANDARD AREA NONELECTRIC
42.1136111111,-111.44638888899999,ST. CHARLES CAMPGROUND,6,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
38.5997222222,-82.63305555560001,LAKE VESUVIUS RECREATION AREA,1,GROUP TENT ONLY AREA NONELECTRIC
44.7269444444,-109.554166667,SUNLIGHT RANGERS CABIN,1,CABIN ELECTRIC
37.9997222222,-111.659444444,COWPUNCHER GUARD STATION YURT,1,YURT
35.5458333333,-92.2722222222,SUGAR LOAF,76,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
32.395,-110.691111111,ROSE CANYON,30,"TENT ONLY NONELECTRIC,RV NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
48.0525,-90.40833333329999,FLOUR LAKE,37,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
41.7563888889,-91.5591666667,SUGAR BOTTOM,225,"STANDARD ELECTRIC,WALK TO,GROUP STANDARD AREA ELECTRIC"
34.0302777778,-91.2663888889,MERRISACH LAKE,67,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
32.626388888899996,-87.8830555556,FORKLAND,42,STANDARD ELECTRIC
37.2375,-82.94972222220001,LITTCARR CAMPGROUND,45,"STANDARD ELECTRIC,RV ELECTRIC"
34.1355555556,-89.8861111111,PERSIMMON HILL(ENID LAKE),72,STANDARD ELECTRIC
37.8813888889,-109.448611111,BUCKBOARD,10,"STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
32.5927777778,-97.48,MUSTANG,101,"TENT ONLY NONELECTRIC,GROUP STANDARD ELECTRIC"
35.4702777778,-93.8180555556,AUX ARC,88,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
42.1394444444,-111.625277778,WILLOW FLAT CAMPGROUND,54,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
31.622222222199998,-87.5502777778,ISAAC CREEK,60,STANDARD ELECTRIC
35.2733333333,-111.586666667,LITTLE ELDEN SPRINGS HORSECAMP,15,RV NONELECTRIC
44.6522222222,-115.65555555600001,WARM LAKE,7,STANDARD NONELECTRIC
44.074444444399994,-103.525555556,BEAR GULCH,1,GROUP STANDARD NONELECTRIC
36.8399833333,-96.9108166667,BEAR CREEK COVE,22,STANDARD ELECTRIC
34.4791666667,-82.9752777778,PAYNES CREEK(HARTWELL LAKE),43,STANDARD ELECTRIC
36.6552777778,-78.44027777779999,RUDDS CREEK REC. AR.,98,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
37.0725,-106.273055556,ASPEN GLADE,32,STANDARD NONELECTRIC
47.6425,-91.5327777778,MCDOUGAL LAKE,21,STANDARD NONELECTRIC
46.6697222222,-94.1083333333,Cross Lake Recreation Area,122,"STANDARD ELECTRIC,STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
37.1247222222,-119.89722222200001,HIDDEN VIEW,57,"STANDARD NONELECTRIC,STANDARD ELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
44.0752777778,-103.53305555600001,Pactola Reservoir Campground,58,"STANDARD NONELECTRIC,RV NONELECTRIC"
38.176261111100004,-120.79972222200001,ACORN CAMPGROUND,128,STANDARD NONELECTRIC
41.4,-92.9943666667,WALLASHUCK,83,STANDARD ELECTRIC
37.516388888899996,-107.8,CHRIS PARK,2,GROUP STANDARD NONELECTRIC
41.0327777778,-115.09194444399999,ANGEL LAKE,26,"RV NONELECTRIC,STANDARD NONELECTRIC"
40.1205555556,-111.036666667,ASPEN GROVE,54,"STANDARD NONELECTRIC,WALK TO,RV ELECTRIC"
